anchor,index_station_next,next_station_name,dist_accum,height,stagger
M061-07,6,和睦站,1091.31,4101,-104
M061-06,5,和睦站,6.05,4102,-54
M061-05,5,和睦站,14.5,4103,0
M061-04,5,和睦站,22.5,4103,48
M061-03,5,和睦站,30.5,4103,91
M059-28,5,北大桥-和睦,35.9,4106,-148
M061-02,5,和睦站,36.9,4103,140
M059-27,5,北大桥-和睦,37.9,4101,-135
M061-01,5,和睦站,38.9,4106,155
M059-26,5,北大桥-和睦,43.9,4102,-90
M059-25,5,北大桥-和睦,49.9,4101,-32
M059-24,5,北大桥-和睦,55.9,4099,18
M059-23,5,北大桥-和睦,62.9,4100,79
M059-22,5,北大桥-和睦,69.9,4100,150
M059-21,5,北大桥-和睦,77.06,4101,198
M059-20,5,北大桥-和睦,85.06,4099,271
M059-19,5,北大桥-和睦,93.06,4099,248
M059-18,5,北大桥-和睦,101.06,4102,192
M059-17,5,北大桥-和睦,109.06,4102,141
M059-16,5,北大桥-和睦,117.06,4101,101
M059-15,5,北大桥-和睦,125.06,4102,42
M059-14,5,北大桥-和睦,133.06,4101,5
M059-13,5,北大桥-和睦,141.06,4099,-63
M059-12,5,北大桥-和睦,149.06,4100,-102
M059-11,5,北大桥-和睦,157.06,4100,-159
M059-10,5,北大桥-和睦,165.06,4101,-200
M059-09,5,北大桥-和睦,173.06,4099,-232
M059-08,5,北大桥-和睦,181.06,4103,-282
M059-07,5,北大桥-和睦,189.06,4101,-197
M059-06,5,北大桥-和睦,197.06,4102,-107
M059-05,5,北大桥-和睦,204.06,4100,-69
M059-04,5,北大桥-和睦,211.06,4102,8
M059-03,5,北大桥-和睦,217.06,4102,48
M057-18,5,北大桥-和睦,222.06,4103,-149
M059-02,5,北大桥-和睦,223.06,4101,154
M057-17,5,北大桥-和睦,224.06,4100,-136
M059-01,5,北大桥-和睦,225.06,4102,153
M057-16,5,北大桥-和睦,230.06,4102,-107
M057-15,5,北大桥-和睦,237.06,4102,-38
M057-14,5,北大桥-和睦,245.06,4102,10
M057-13,5,北大桥-和睦,253.06,4102,50
M057-12,5,北大桥-和睦,261.06,4103,99
M057-11,5,北大桥-和睦,269.06,4101,168
M057-10,5,北大桥-和睦,277.06,4101,217
M057-09,5,北大桥-和睦,285.06,4105,263
M057-08,5,北大桥-和睦,293.06,4102,221
M057-07,5,北大桥-和睦,301.06,4100,149
M057-06,5,北大桥-和睦,309.06,4103,77
M057-05,5,北大桥-和睦,317.06,4102,39
M057-04,5,北大桥-和睦,325.06,4099,-28
M057-03,5,北大桥-和睦,333.06,4100,-83
M055-33,5,北大桥-和睦,338.46,4106,159
M057-02,5,北大桥-和睦,339.46,4102,-140
M055-32,5,北大桥-和睦,340.46,4102,138
M057-01,5,北大桥-和睦,341.46,4105,-150
M055-31,5,北大桥-和睦,346.46,4101,87
M055-30,5,北大桥-和睦,353.46,4101,49
M055-29,5,北大桥-和睦,361.46,4101,0
M055-28,5,北大桥-和睦,369.46,4101,-37
M055-27,5,北大桥-和睦,377.46,4102,-87
M055-26,5,北大桥-和睦,385.46,4100,-136
M055-25,5,北大桥-和睦,393.46,4102,-177
M055-24,5,北大桥-和睦,401.46,4101,-238
M055-23,5,北大桥-和睦,409.46,4103,-274
M055-22,5,北大桥-和睦,417.46,4101,-246
M055-21,5,北大桥-和睦,425.46,4100,-195
M055-20,5,北大桥-和睦,433.46,4103,-145
M055-19,5,北大桥-和睦,441.46,4100,-93
M055-18,5,北大桥-和睦,449.46,4100,-53
M055-17,5,北大桥-和睦,457.46,4101,-4
M055-16,5,北大桥-和睦,465.46,4100,40
M055-15,5,北大桥-和睦,473.46,4102,75
M055-14,5,北大桥-和睦,481.46,4103,135
M055-13,5,北大桥-和睦,489.46,4102,182
M055-12,5,北大桥-和睦,497.46,4102,233
M055-11,5,北大桥-和睦,505.46,4102,256
M055-10,5,北大桥-和睦,513.46,4100,223
M055-09,5,北大桥-和睦,521.46,4101,130
M055-08,5,北大桥-和睦,529.46,4100,139
M055-07,5,北大桥-和睦,537.46,4103,94
M055-06,5,北大桥-和睦,545.46,4103,24
M055-05,5,北大桥-和睦,553.46,4104,-22
M055-04,5,北大桥-和睦,561.46,4099,-53
M055-03,5,北大桥-和睦,569.46,4101,-105
M053-33,5,北大桥-和睦,574.86,4106,143
M055-02,5,北大桥-和睦,575.86,4102,-143
M053-32,5,北大桥-和睦,576.86,4103,138
M055-01,5,北大桥-和睦,577.86,4107,-159
M053-31,5,北大桥-和睦,582.86,4101,57
M053-30,5,北大桥-和睦,589.86,4100,51
M053-29,5,北大桥-和睦,597.86,4101,6
M053-28,5,北大桥-和睦,605.86,4101,-47
M053-27,5,北大桥-和睦,613.86,4099,-95
M053-26,5,北大桥-和睦,621.86,4100,-142
M053-25,5,北大桥-和睦,629.86,4102,-190
M053-24,5,北大桥-和睦,637.86,4101,-234
M053-23,5,北大桥-和睦,645.86,4102,-281
M053-22,5,北大桥-和睦,653.86,4101,-239
M053-21,5,北大桥-和睦,661.86,4101,-193
M053-20,5,北大桥-和睦,669.86,4103,-145
M053-19,5,北大桥-和睦,677.86,4102,-89
M053-18,5,北大桥-和睦,685.86,4100,-48
M053-17,5,北大桥-和睦,693.86,4103,8
M053-16,5,北大桥-和睦,701.86,4101,43
M053-15,5,北大桥-和睦,709.86,4103,90
M053-14,5,北大桥-和睦,717.86,4103,142
M053-13,5,北大桥-和睦,725.86,4101,189
M053-12,5,北大桥-和睦,733.86,4102,236
M053-11,5,北大桥-和睦,741.86,4101,277
M053-10,5,北大桥-和睦,749.86,4101,232
M053-09,5,北大桥-和睦,757.86,4103,177
M053-08,5,北大桥-和睦,765.86,4102,139
M053-07,5,北大桥-和睦,773.86,4102,83
M053-06,5,北大桥-和睦,781.86,4101,41
M053-05,5,北大桥-和睦,789.86,4100,-10
M053-04,5,北大桥-和睦,797.86,4102,-55
M053-03,5,北大桥-和睦,805.86,4102,-101
M051-33,5,北大桥-和睦,811.26,4105,146
M053-02,5,北大桥-和睦,812.26,4103,-142
M051-32,5,北大桥-和睦,813.26,4102,131
M053-01,5,北大桥-和睦,814.26,4107,-155
M051-31,5,北大桥-和睦,819.26,4102,93
M051-30,5,北大桥-和睦,826.26,4102,60
M051-29,5,北大桥-和睦,834.26,4101,4
M051-28,5,北大桥-和睦,842.26,4103,-44
M051-27,5,北大桥-和睦,850.26,4101,-95
M051-26,5,北大桥-和睦,858.26,4101,-140
M051-25,5,北大桥-和睦,866.26,4103,-197
M051-24,5,北大桥-和睦,874.26,4100,-235
M051-23,5,北大桥-和睦,882.26,4101,-277
M051-22,5,北大桥-和睦,890.26,4101,-236
M051-21,5,北大桥-和睦,898.26,4101,-186
M051-20,5,北大桥-和睦,906.26,4102,-144
M051-19,5,北大桥-和睦,914.26,4101,-75
M051-18,5,北大桥-和睦,922.26,4100,-52
M051-17,5,北大桥-和睦,930.26,4101,0
M051-16,5,北大桥-和睦,938.26,4101,38
M051-15,5,北大桥-和睦,946.26,4102,90
M051-14,5,北大桥-和睦,954.26,4102,135
M051-13,5,北大桥-和睦,962.26,4102,185
M051-12,5,北大桥-和睦,970.26,4103,231
M051-11,5,北大桥-和睦,978.26,4102,279
M051-10,5,北大桥-和睦,986.26,4103,235
M051-09,5,北大桥-和睦,994.26,4103,185
M051-08,5,北大桥-和睦,1002.26,4103,112
M051-07,5,北大桥-和睦,1010.26,4101,71
M051-06,5,北大桥-和睦,1018.26,4102,40
M051-05,5,北大桥-和睦,1026.26,4102,0
M051-04,5,北大桥-和睦,1034.26,4102,-54
M051-03,5,北大桥-和睦,1042.26,4101,-101
M049-29,5,北大桥站,1047.66,4107,140
M051-02,5,北大桥-和睦,1048.66,4102,-138
M049-28,5,北大桥站,1049.66,4101,126
M051-01,5,北大桥-和睦,1050.66,4106,-155
M049-27,5,北大桥站,1056.46,4103,59
M049-26,5,北大桥站,1064.46,4102,16
M049-25,5,北大桥站,1072.46,4102,-77
M049-24,5,北大桥站,1080.46,4101,-130
M049-23,5,北大桥站,1088.46,4098,-221
M049-22,5,北大桥站,1096.46,4100,-293
M049-21,5,北大桥站,1104.46,4099,-247
M049-20,5,北大桥站,1112.46,4099,-182
M049-19,5,北大桥站,1120.46,4101,-133
M049-18,5,北大桥站,1128.26,4101,-95
M049-17,5,北大桥站,1136.46,4101,-70
M049-16,5,北大桥站,1144.46,4102,-40
M049-15,5,北大桥站,1152.46,4100,19
M049-14,5,北大桥站,1160.51,4103,65
M049-13,5,北大桥站,1168.26,4102,105
M049-12,5,北大桥站,1176.26,4103,156
M049-11,5,北大桥站,1184.31,4102,188
M049-10,5,北大桥站,1191.66,4101,219
M049-09,5,北大桥站,1199.66,4101,272
M049-08,5,北大桥站,1207.66,4103,204
M049-07,4,北大桥站,4.9,4101,159
M049-06,4,北大桥站,12.9,4101,109
M049-05,4,北大桥站,20.9,4102,21
M049-04,4,北大桥站,28.4,4100,-33
M049-03,4,北大桥站,35.4,4101,-82
M047-07,4,北大桥站,39.8,4106,96
M049-02,4,北大桥站,40.8,4101,-146
M047-06,4,北大桥站,41.8,4103,100
M049-01,4,北大桥站,42.8,4107,-156
M047-05,4,北大桥站,46.8,4102,90
M047-04,4,北大桥站,52.8,4103,106
M047-03,4,北大桥站,57,4103,110
M045-17,4,翠柏路-北大桥,60,4105,-151
M047-02,4,北大桥站,61,4103,101
M045-16,4,翠柏路-北大桥,62,4102,-136
M047-01,4,北大桥站,63,4107,96
M045-15,4,翠柏路-北大桥,67.6,4102,-123
M045-14,4,翠柏路-北大桥,74.1,4102,-109
M045-13,4,翠柏路-北大桥,81.6,4099,-92
M045-12,4,翠柏路-北大桥,89.6,4099,-61
M045-11,4,翠柏路-北大桥,97.6,4100,-32
M045-10,4,翠柏路-北大桥,105.6,4099,-13
M045-09,4,翠柏路-北大桥,113.6,4099,9
M045-08,4,翠柏路-北大桥,121.6,4099,13
M045-07,4,翠柏路-北大桥,129.6,4100,50
M045-06,4,翠柏路-北大桥,137.6,4100,66
M045-05,4,翠柏路-北大桥,145.6,4099,85
M045-04,4,翠柏路-北大桥,152.6,4099,112
M045-03,4,翠柏路-北大桥,159.6,4100,126
M043-18,4,翠柏路-北大桥,164.6,4106,-178
M045-02,4,翠柏路-北大桥,165.6,4103,119
M043-17,4,翠柏路-北大桥,166.6,4100,-161
M045-01,4,翠柏路-北大桥,167.6,4105,124
M043-16,4,翠柏路-北大桥,172.6,4098,-93
M043-15,4,翠柏路-北大桥,179.6,4099,-51
M043-14,4,翠柏路-北大桥,187.6,4099,3
M043-13,4,翠柏路-北大桥,195.6,4099,75
M043-12,4,翠柏路-北大桥,203.6,4100,130
M043-11,4,翠柏路-北大桥,211.6,4100,171
M043-10,4,翠柏路-北大桥,219.6,4100,207
M043-09,4,翠柏路-北大桥,227.6,4101,274
M043-08,4,翠柏路-北大桥,235.6,4102,234
M043-07,4,翠柏路-北大桥,243.6,4102,158
M043-06,4,翠柏路-北大桥,251.6,4101,25
M043-05,4,翠柏路-北大桥,259.6,4102,18
M043-04,4,翠柏路-北大桥,267.6,4101,-24
M043-03,4,翠柏路-北大桥,275.6,4102,-93
M041-33,4,翠柏路-北大桥,281,4106,134
M043-02,4,翠柏路-北大桥,282,4101,-142
M041-32,4,翠柏路-北大桥,283,4102,137
M043-01,4,翠柏路-北大桥,284,4104,-151
M041-31,4,翠柏路-北大桥,289,4101,103
M041-30,4,翠柏路-北大桥,296,4101,60
M041-29,4,翠柏路-北大桥,304,4101,10
M041-28,4,翠柏路-北大桥,312,4101,-45
M041-27,4,翠柏路-北大桥,320,4102,-94
M041-26,4,翠柏路-北大桥,328,4102,-140
M041-25,4,翠柏路-北大桥,336,4102,-186
M041-24,4,翠柏路-北大桥,344,4098,-201
M041-23,4,翠柏路-北大桥,352,4102,-270
M041-22,4,翠柏路-北大桥,360,4101,-230
M041-21,4,翠柏路-北大桥,368,4103,-192
M041-20,4,翠柏路-北大桥,376,4102,-158
M041-19,4,翠柏路-北大桥,384,4098,-82
M041-18,4,翠柏路-北大桥,392,4102,-50
M041-17,4,翠柏路-北大桥,400,4103,-7
M041-16,4,翠柏路-北大桥,408,4103,40
M041-15,4,翠柏路-北大桥,416,4103,100
M041-14,4,翠柏路-北大桥,424,4101,145
M041-13,4,翠柏路-北大桥,432,4102,183
M041-12,4,翠柏路-北大桥,440,4100,210
M041-11,4,翠柏路-北大桥,448,4102,270
M041-10,4,翠柏路-北大桥,456,4101,235
M041-09,4,翠柏路-北大桥,464,4100,200
M041-08,4,翠柏路-北大桥,472,4101,130
M041-07,4,翠柏路-北大桥,480,4100,84
M041-06,4,翠柏路-北大桥,488,4100,32
M041-05,4,翠柏路-北大桥,496,4101,-3
M041-04,4,翠柏路-北大桥,504,4101,-49
M041-03,4,翠柏路-北大桥,512,4099,-77
M039-33,4,翠柏路-北大桥,517.4,4106,143
M041-02,4,翠柏路-北大桥,518.4,4101,-140
M039-32,4,翠柏路-北大桥,519.4,4103,133
M041-01,4,翠柏路-北大桥,520.4,4106,-152
M039-31,4,翠柏路-北大桥,525.4,4103,93
M039-30,4,翠柏路-北大桥,532.4,4103,47
M039-29,4,翠柏路-北大桥,540.4,4102,-2
M039-28,4,翠柏路-北大桥,548.4,4102,-46
M039-27,4,翠柏路-北大桥,556.4,4100,-104
M039-26,4,翠柏路-北大桥,564.4,4102,-128
M039-25,4,翠柏路-北大桥,572.4,4100,-188
M039-24,4,翠柏路-北大桥,580.4,4100,-258
M039-23,4,翠柏路-北大桥,588.4,4099,-298
M039-22,4,翠柏路-北大桥,596.4,4100,-248
M039-21,4,翠柏路-北大桥,604.4,4102,-201
M039-20,4,翠柏路-北大桥,612.4,4101,-148
M039-19,4,翠柏路-北大桥,620.4,4099,-102
M039-18,4,翠柏路-北大桥,628.4,4097,-50
M039-17,4,翠柏路-北大桥,636.4,4097,-2
M039-16,4,翠柏路-北大桥,644.4,4097,41
M039-15,4,翠柏路-北大桥,652.4,4099,104
M039-14,4,翠柏路-北大桥,660.4,4098,148
M039-13,4,翠柏路-北大桥,668.4,4098,174
M039-12,4,翠柏路-北大桥,676.4,4098,228
M039-11,4,翠柏路-北大桥,684.4,4100,252
M039-10,4,翠柏路-北大桥,692.4,4100,234
M039-09,4,翠柏路-北大桥,700.4,4101,184
M039-08,4,翠柏路-北大桥,708.4,4101,141
M039-07,4,翠柏路-北大桥,716.4,4101,87
M039-06,4,翠柏路-北大桥,724.4,4100,49
M039-05,4,翠柏路-北大桥,732.4,4099,-7
M039-04,4,翠柏路-北大桥,740.4,4100,-53
M039-03,4,翠柏路-北大桥,748.4,4099,-102
M037-33,4,翠柏路-北大桥,753.8,4106,149
M039-02,4,翠柏路-北大桥,754.8,4101,-141
M037-32,4,翠柏路-北大桥,755.8,4102,145
M039-01,4,翠柏路-北大桥,756.8,4105,-151
M037-31,4,翠柏路-北大桥,761.8,4100,103
M037-30,4,翠柏路-北大桥,768.8,4100,59
M037-29,4,翠柏路-北大桥,776.8,4100,6
M037-28,4,翠柏路-北大桥,784.8,4100,-51
M037-27,4,翠柏路-北大桥,792.8,4100,-90
M037-26,4,翠柏路-北大桥,800.8,4099,-150
M037-25,4,翠柏路-北大桥,808.8,4101,-192
M037-24,4,翠柏路-北大桥,816.8,4098,-249
M037-23,4,翠柏路-北大桥,824.8,4099,-273
M037-22,4,翠柏路-北大桥,832.8,4098,-226
M037-21,4,翠柏路-北大桥,840.8,4098,-178
M037-20,4,翠柏路-北大桥,848.8,4098,-144
M037-19,4,翠柏路-北大桥,856.8,4100,-91
M037-18,4,翠柏路-北大桥,864.8,4102,-49
M037-17,4,翠柏路-北大桥,872.8,4102,11
M037-16,4,翠柏路-北大桥,880.8,4103,45
M037-15,4,翠柏路-北大桥,888.8,4102,95
M037-14,4,翠柏路-北大桥,896.8,4101,142
M037-13,4,翠柏路-北大桥,904.8,4102,192
M037-12,4,翠柏路-北大桥,912.8,4101,231
M037-11,4,翠柏路-北大桥,920.8,4101,276
M037-10,4,翠柏路-北大桥,928.8,4102,242
M037-09,4,翠柏路-北大桥,936.8,4102,196
M037-08,4,翠柏路-北大桥,944.8,4102,136
M037-07,4,翠柏路-北大桥,952.8,4102,88
M037-06,4,翠柏路-北大桥,960.8,4102,46
M037-05,4,翠柏路-北大桥,968.8,4099,-18
M037-04,4,翠柏路-北大桥,976.8,4101,-53
M037-03,4,翠柏路-北大桥,984.8,4102,-101
M035-33,4,翠柏路-北大桥,990.2,4105,149
M037-02,4,翠柏路-北大桥,991.2,4100,-142
M035-32,4,翠柏路-北大桥,992.2,4101,132
M037-01,4,翠柏路-北大桥,993.2,4105,-145
M035-31,4,翠柏路-北大桥,998.2,4099,106
M035-30,4,翠柏路-北大桥,1005.2,4099,62
M035-29,4,翠柏路-北大桥,1013.2,4096,10
M035-28,4,翠柏路-北大桥,1021.2,4099,-35
M035-27,4,翠柏路-北大桥,1029.2,4099,-88
M035-26,4,翠柏路-北大桥,1037.2,4098,-137
M035-25,4,翠柏路-北大桥,1045.2,4099,-191
M035-24,4,翠柏路-北大桥,1053.2,4098,-239
M035-23,4,翠柏路-北大桥,1061.2,4098,-270
M035-22,4,翠柏路-北大桥,1069.2,4098,-234
M035-21,4,翠柏路-北大桥,1077.2,4098,-190
M035-20,4,翠柏路-北大桥,1085.2,4098,-151
M035-19,4,翠柏路-北大桥,1093.2,4098,-95
M035-18,4,翠柏路-北大桥,1101.2,4098,-47
M035-17,4,翠柏路-北大桥,1109.2,4101,9
M035-16,4,翠柏路-北大桥,1117.2,4100,55
M035-15,4,翠柏路-北大桥,1125.2,4099,99
M035-14,4,翠柏路-北大桥,1133.2,4098,142
M035-13,4,翠柏路-北大桥,1141.2,4100,196
M035-12,4,翠柏路-北大桥,1149.2,4099,238
M035-11,4,翠柏路-北大桥,1157.2,4099,274
M035-10,4,翠柏路-北大桥,1165.2,4098,241
M035-09,4,翠柏路-北大桥,1173.2,4099,197
M035-08,4,翠柏路-北大桥,1181.2,4098,148
M035-07,4,翠柏路-北大桥,1189.2,4098,90
M035-06,4,翠柏路-北大桥,1197.2,4097,36
M035-05,4,翠柏路-北大桥,1205.2,4099,3
M035-04,4,翠柏路-北大桥,1213.2,4099,-57
M035-03,4,翠柏路-北大桥,1221.2,4099,-95
M033-33,4,翠柏路-北大桥,1226.6,4107,158
M035-02,4,翠柏路-北大桥,1227.6,4101,-132
M033-32,4,翠柏路-北大桥,1228.6,4099,148
M035-01,4,翠柏路-北大桥,1229.6,4106,-153
M033-31,4,翠柏路-北大桥,1234.6,4098,104
M033-30,4,翠柏路-北大桥,1241.6,4100,67
M033-29,4,翠柏路-北大桥,1249.6,4098,18
M033-28,4,翠柏路-北大桥,1257.6,4098,-39
M033-27,4,翠柏路-北大桥,1265.6,4100,-72
M033-26,4,翠柏路-北大桥,1273.6,4098,-131
M033-25,4,翠柏路-北大桥,1281.6,4099,-178
M033-24,4,翠柏路-北大桥,1289.6,4098,-220
M033-23,4,翠柏路-北大桥,1297.6,4099,-277
M033-22,4,翠柏路-北大桥,1305.6,4099,-233
M033-21,4,翠柏路-北大桥,1313.6,4098,-192
M033-20,4,翠柏路-北大桥,1321.6,4098,-135
M033-19,4,翠柏路-北大桥,1329.6,4099,-91
M033-18,4,翠柏路-北大桥,1337.6,4098,-46
M033-17,4,翠柏路-北大桥,1345.6,4099,-2
M033-16,4,翠柏路-北大桥,1353.6,4099,40
M033-15,4,翠柏路-北大桥,1361.6,4098,98
M033-14,4,翠柏路-北大桥,1369.6,4099,144
M033-13,4,翠柏路-北大桥,1377.6,4098,191
M033-12,4,翠柏路-北大桥,1385.6,4098,231
M033-11,4,翠柏路-北大桥,1393.6,4097,280
M033-10,4,翠柏路-北大桥,1401.6,4098,220
M033-09,4,翠柏路-北大桥,1409.6,4098,187
M033-08,4,翠柏路-北大桥,1417.6,4098,127
M033-07,4,翠柏路-北大桥,1425.6,4098,96
M033-06,4,翠柏路-北大桥,1433.6,4098,47
M033-05,4,翠柏路-北大桥,1441.6,4098,-6
M033-04,4,翠柏路-北大桥,1449.6,4098,-51
M033-03,4,翠柏路-北大桥,1457.6,4101,-93
M031-07,4,翠柏路站,1463,4106,101
M033-02,4,翠柏路-北大桥,1464,4100,-152
M031-06,4,翠柏路站,1465,4100,102
M033-01,4,翠柏路-北大桥,1466,4105,-150
M031-05,4,翠柏路站,1471,4099,99
M031-04,4,翠柏路站,1478,4099,100
M031-03,4,翠柏路站,1484,4097,100
M029-21,4,翠柏路站,1488.5,4104,-151
M031-02,4,翠柏路站,1489.5,4097,132
M029-20,4,翠柏路站,1490.5,4097,-136
M031-01,4,翠柏路站,1491.5,4105,146
M029-19,4,翠柏路站,1497.27,4099,-92
M029-18,4,翠柏路站,1505.27,4099,-42
M029-17,4,翠柏路站,1513.37,4097,10
M029-16,4,翠柏路站,1520.67,4100,42
M029-15,4,翠柏路站,1528.67,4104,86
M029-14,4,翠柏路站,1536.52,4103,138
M029-13,4,翠柏路站,1544.47,4099,178
M029-12,4,翠柏路站,1552.67,4098,240
M029-11,4,翠柏路站,1560.77,4100,279
M029-10,4,翠柏路站,1568.42,4098,229
M029-09,4,翠柏路站,1576.67,4098,182
M029-08,4,翠柏路站,1584.67,4097,135
M029-07,4,翠柏路站,1592.67,4098,79
